Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),station_id,station_name,network,source_file
2025-06-18,26.74,149.92,24.68,24.17,32.92,49.45,63.05,0.72,32.14,0.64,,,80.55,0.79,114.24,0.0,277.27,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-19,23.29,105.43,24.5,23.47,32.4,47.37,64.46,0.58,31.0,0.93,,,74.74,1.2,120.19,0.0,409.85,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-20,21.2,84.89,24.69,22.62,32.1,46.93,64.77,0.53,30.86,0.89,,,77.48,1.24,145.87,0.0,241.86,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-21,23.82,96.02,24.76,24.86,33.36,44.75,65.57,0.6,30.27,0.93,,,77.12,0.98,128.33,0.0,420.51,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-22,23.15,97.79,24.7,23.24,32.44,46.35,65.14,0.61,31.06,0.97,,,76.46,1.51,157.92,0.0,250.08,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-23,35.42,141.68,24.46,23.68,32.49,46.14,65.77,0.75,31.84,0.96,,,80.06,2.09,154.4,0.88,279.2,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-24,31.48,199.62,27.17,23.74,32.91,48.05,67.84,0.76,30.25,0.99,,,85.91,1.21,192.01,0.0,186.41,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-25,42.4,199.5,24.5,22.27,31.01,44.22,65.37,0.73,30.68,0.97,,,83.78,2.44,125.75,0.0,135.79,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-26,119.29,,24.58,20.72,31.0,44.94,64.07,0.49,35.1,0.93,,,75.11,2.82,148.85,0.0,420.09,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-27,25.97,87.37,24.67,20.44,30.93,44.6,63.34,0.47,31.94,0.87,,,69.98,1.56,152.73,0.0,430.76,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-28,,90.18,24.6,20.95,31.14,45.31,63.1,0.58,30.92,0.89,,,76.08,1.52,113.22,0.0,252.56,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-29,,80.22,24.7,20.73,31.12,45.44,61.66,0.55,31.36,0.88,,,84.02,1.23,132.97,0.0,141.68,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-06-30,49.92,67.94,24.78,22.49,32.11,48.71,61.54,0.77,32.03,0.93,,,85.47,1.49,122.17,0.0,225.92,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-01,25.83,,24.55,20.48,30.85,45.78,63.27,0.64,31.52,0.85,,,81.57,2.02,148.35,0.0,298.52,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-02,33.77,,24.51,20.63,30.59,47.05,64.98,0.62,32.34,0.84,,,75.24,2.24,152.05,0.0,421.21,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-03,24.79,,24.78,19.81,30.68,45.58,63.48,0.46,31.99,0.78,,,74.03,1.73,161.16,0.0,402.8,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-04,26.83,,24.75,20.98,31.29,46.64,64.05,0.6,31.31,0.83,,,82.67,1.32,161.17,0.0,235.87,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-05,29.58,,24.64,21.39,31.42,46.35,64.47,0.69,31.26,0.8,,,80.31,0.71,130.97,0.0,290.29,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-06,23.33,,24.65,20.28,30.83,44.63,64.71,0.51,31.16,0.79,,,80.4,0.94,153.27,0.0,214.09,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-07,15.28,,24.67,19.74,30.53,47.82,65.01,0.47,31.36,0.78,,,83.68,1.09,201.91,0.0,321.25,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-08,28.03,,24.61,20.89,30.79,44.82,60.11,0.65,33.21,0.9,,,77.81,0.83,205.1,0.0,402.77,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-09,15.75,119.59,24.69,18.93,30.15,43.54,35.71,0.42,31.56,0.82,,,80.95,1.34,209.24,0.0,325.16,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-10,28.14,454.67,24.57,20.29,30.1,44.64,36.54,0.68,32.07,0.96,,,89.85,0.32,138.6,0.01,232.74,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-11,28.03,,24.99,21.18,31.55,45.06,38.14,0.75,31.17,,,,84.57,0.88,96.89,0.0,307.52,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-12,22.23,,24.85,19.85,30.47,44.05,30.3,0.6,31.06,,,,87.11,1.16,107.4,0.03,256.86,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-13,21.42,,24.7,19.69,30.55,42.82,29.34,0.58,31.27,,,,80.62,1.08,142.18,0.0,360.06,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-14,19.13,,24.67,19.37,30.35,45.17,28.27,0.43,31.96,,,,82.14,2.69,152.9,0.01,313.39,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-15,14.98,,24.51,19.3,30.18,46.11,28.54,0.46,31.51,,,,81.3,1.78,149.86,0.0,373.31,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-16,20.47,,24.56,19.27,30.22,44.07,29.66,0.42,32.44,,,,83.52,1.12,161.35,0.0,342.97,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-17,19.81,,24.52,19.35,29.58,44.15,25.26,0.38,31.05,,,,80.47,1.34,144.88,0.0,276.84,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-18,16.79,,24.66,17.6,29.42,42.91,24.51,0.27,29.49,,,,81.69,4.61,149.14,0.0,400.71,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-19,19.82,,24.89,18.58,30.1,45.71,23.65,0.29,29.57,,,,76.75,1.59,150.03,0.0,415.38,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-20,20.61,67.13,24.97,19.79,30.71,47.0,27.03,0.33,28.59,,,,77.33,0.48,129.43,0.0,334.16,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-21,28.66,82.38,24.66,20.36,30.88,44.49,23.43,0.43,27.71,,,,85.92,1.34,131.51,0.01,116.91,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-22,26.81,86.47,24.53,20.05,30.23,39.7,22.24,0.7,20.49,,,,91.7,0.52,148.03,0.06,164.69,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-23,21.3,57.35,25.15,18.39,30.16,41.98,21.24,0.43,20.19,,,,90.63,0.27,116.7,0.02,126.57,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-24,27.12,92.69,22.33,29.27,33.71,35.45,20.66,0.31,21.55,,,,79.98,0.73,255.57,0.0,443.01,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-25,32.59,109.98,18.31,47.19,38.8,31.32,21.57,0.33,21.64,,,,78.87,0.81,272.92,0.0,401.4,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-26,27.48,90.64,18.49,47.77,40.0,33.96,23.41,0.39,22.01,,,,76.57,1.16,131.65,0.0,468.6,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-27,24.61,74.79,18.48,45.31,38.87,31.89,23.87,0.38,20.52,,,,79.05,1.19,136.15,0.01,376.01,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-28,26.27,88.34,18.72,44.24,38.61,31.87,22.21,0.41,25.37,,,,80.89,0.77,118.29,0.33,281.12,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-29,22.28,56.47,18.67,43.61,38.23,32.71,21.57,0.41,21.44,,,,89.01,1.03,108.44,0.13,100.5,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-30,23.0,60.01,18.48,42.51,37.63,29.33,21.16,0.36,22.76,,,,87.78,1.91,122.99,0.18,209.46,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-07-31,14.47,33.72,22.94,36.64,36.44,24.51,22.17,0.42,22.66,,,,95.96,0.63,143.92,0.44,122.21,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-01,19.72,50.71,30.76,21.2,36.29,16.57,23.41,0.37,26.7,,,,87.52,0.39,179.41,0.0,243.18,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-02,24.05,69.88,30.97,20.75,36.22,16.5,23.27,0.22,25.86,,,,82.37,0.55,240.84,0.02,382.06,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-03,29.19,83.11,30.97,21.07,36.02,17.36,23.42,0.22,26.58,,,,84.07,0.6,209.34,0.08,344.18,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-04,33.85,97.59,27.81,29.78,38.44,19.87,23.86,0.29,27.89,,,,82.12,0.28,164.36,0.0,209.12,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-05,27.96,83.6,24.62,44.54,43.7,19.79,24.08,0.3,28.65,,,,81.34,0.34,192.93,0.02,219.83,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-06,26.23,85.46,30.22,53.47,45.11,30.22,24.05,0.27,30.74,,,,79.1,0.57,203.79,0.0,417.33,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-07,33.54,109.84,64.92,73.18,56.69,86.9,23.85,0.25,29.31,,,,77.22,0.61,285.76,0.0,513.22,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-08,37.98,116.37,42.94,57.72,55.25,54.23,24.18,0.26,27.7,,,,77.04,0.46,210.55,0.24,463.33,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-09,41.76,71.58,31.98,54.57,55.03,46.06,24.9,0.3,15.37,,,,96.23,1.19,229.97,1.11,51.97,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-10,30.95,,31.97,54.65,55.06,46.21,35.65,0.32,13.82,,,,84.87,0.57,284.4,0.0,381.23,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-11,30.01,113.46,32.83,48.28,52.38,48.32,32.34,0.32,16.11,,,,80.17,0.45,204.24,0.0,263.28,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-12,23.51,76.81,34.62,49.8,52.84,49.96,25.43,0.36,17.88,0.84,,,87.07,0.61,205.85,0.28,289.41,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-13,20.7,103.98,34.36,60.11,59.25,40.95,25.11,0.34,16.4,0.78,,,81.95,0.46,207.94,0.0,344.29,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-14,31.43,71.11,34.44,60.21,60.03,41.11,24.68,0.42,16.06,0.85,,,93.93,0.66,76.41,0.84,100.21,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-15,0.05,75.71,34.13,59.72,58.22,40.7,24.83,0.39,15.91,0.86,,,93.2,0.7,58.05,0.02,177.98,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-16,0.05,90.46,34.44,60.21,60.03,41.11,24.93,0.49,16.52,0.86,,,86.34,0.58,125.02,0.0,389.34,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-17,0.05,77.03,34.44,60.21,60.03,41.12,24.72,0.4,16.78,0.88,,,87.42,1.38,123.5,0.03,235.93,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-18,0.07,70.33,34.44,60.21,60.03,41.18,24.83,0.32,17.67,0.87,,,85.36,2.35,128.84,0.07,335.34,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-19,12.86,74.61,32.78,54.5,54.8,45.32,25.03,0.35,19.63,0.93,,,85.25,1.5,149.8,0.0,344.06,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-20,24.68,74.0,29.48,39.53,44.97,56.14,24.02,0.34,25.01,0.86,,,79.37,1.52,153.2,0.0,408.68,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-21,29.76,77.48,29.42,39.46,43.93,56.01,22.9,0.23,35.1,0.82,,,81.15,1.73,119.22,0.0,341.6,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-22,86.66,91.45,29.52,39.55,45.04,56.21,22.69,0.4,32.9,0.72,,,83.56,1.11,71.04,0.0,295.4,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-23,22.37,66.08,29.53,39.53,45.03,56.2,23.16,0.32,37.04,0.81,,,86.92,1.51,159.97,0.38,324.18,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-24,17.27,47.77,29.52,39.53,45.02,56.13,23.46,0.28,36.79,0.76,,,88.7,0.92,187.89,0.12,285.57,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-25,20.16,57.67,29.52,39.53,45.03,56.14,23.64,0.29,34.26,0.79,,,90.17,1.58,178.5,0.06,133.06,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-26,10.88,40.0,29.52,39.52,45.03,56.19,23.11,0.31,25.07,0.74,,,91.0,1.18,115.47,0.05,220.41,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-27,13.05,76.26,29.52,39.53,45.02,56.12,22.97,0.43,23.83,0.85,,,89.02,0.48,109.68,0.0,220.75,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-28,21.57,119.0,30.27,46.77,49.48,46.55,22.93,0.54,26.09,0.76,,,88.45,0.96,90.38,0.12,323.88,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-29,15.53,81.28,30.5,56.0,53.99,34.94,22.83,0.36,26.34,0.78,,,88.55,1.48,160.12,0.0,206.43,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-30,17.52,84.69,30.56,55.85,54.54,36.74,22.9,0.34,25.64,0.83,,,82.95,1.1,153.5,0.0,367.46,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-08-31,14.66,69.11,30.75,47.06,50.03,40.23,23.18,0.34,24.91,0.8,,,85.46,0.89,162.8,0.0,193.06,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-01,12.29,40.18,28.27,50.74,49.98,39.35,23.28,0.31,25.31,0.87,,,91.25,2.04,163.33,0.29,125.84,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-02,10.93,33.07,24.61,55.2,49.37,44.49,23.58,0.31,24.7,0.81,,,93.19,1.38,164.84,0.3,155.03,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-03,9.87,41.29,24.7,48.79,46.04,41.5,24.38,0.33,23.76,0.75,,,90.9,0.98,124.32,0.16,261.66,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-04,14.51,52.45,24.6,47.56,45.29,35.8,23.35,0.33,22.83,0.8,,,87.86,1.0,87.13,0.12,404.45,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-05,11.71,52.44,23.84,46.28,44.0,30.94,23.4,0.32,21.07,0.9,,,88.48,2.37,113.87,0.08,322.31,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-06,20.32,64.4,23.05,43.52,41.88,32.02,23.23,0.38,28.27,0.93,,,85.86,1.73,120.42,0.0,366.41,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-07,21.6,74.36,24.6,47.05,45.03,35.25,21.74,0.54,20.7,0.89,,,87.03,0.93,136.23,0.11,306.59,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-08,27.12,91.26,24.17,45.67,43.94,35.95,21.74,0.67,25.27,0.91,,,82.62,0.43,69.87,0.0,391.66,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-09,25.32,91.42,22.14,41.42,40.03,35.01,21.62,0.57,24.76,0.92,,,82.04,0.77,183.62,0.0,439.11,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-10,14.09,67.93,,,,,22.08,0.41,23.81,0.86,,,82.01,1.63,298.03,0.0,432.95,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-11,17.56,89.57,24.6,47.0,45.0,35.03,21.91,0.38,23.37,0.84,,,81.05,1.55,286.0,0.0,443.17,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-12,18.06,97.46,23.8,45.22,43.4,34.98,21.65,0.39,26.96,0.85,,,79.83,0.89,276.11,0.0,429.94,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-13,14.72,82.31,22.17,41.34,40.01,35.1,25.15,0.37,33.02,0.84,,,80.04,1.15,297.52,0.0,406.1,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-14,15.45,87.91,,,,,25.12,0.48,33.74,0.84,,,80.66,1.07,307.31,0.0,312.83,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-15,17.72,102.86,22.04,41.52,40.01,34.84,26.38,0.46,29.34,0.81,,,77.9,0.6,282.97,0.0,452.07,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-16,20.58,96.45,22.21,41.37,35.89,35.18,32.66,0.44,25.84,0.83,,,76.87,1.06,235.12,0.0,457.72,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-17,23.24,107.17,,,,,39.65,0.56,27.65,0.76,,,80.0,1.39,187.34,0.0,396.89,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-18,33.32,103.06,33.76,45.96,51.94,49.54,46.96,0.53,30.22,0.79,,,80.7,1.09,181.56,0.0,319.77,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-19,30.48,143.15,31.8,50.67,52.77,43.32,25.19,0.6,22.5,0.85,,,80.37,1.77,306.92,0.0,431.78,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-20,20.95,112.67,30.06,64.98,59.01,36.55,33.04,0.43,23.16,0.78,,,80.28,2.12,316.06,0.0,344.44,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-21,26.57,130.52,24.09,53.37,50.26,32.35,30.94,0.44,20.79,0.76,,,77.81,1.65,290.2,0.0,435.46,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-22,24.48,123.9,23.09,53.14,47.06,47.82,31.71,0.53,23.89,0.83,,,75.55,1.96,299.64,0.0,459.88,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-23,22.11,111.13,23.84,52.86,47.45,32.15,35.72,0.45,22.61,0.84,,,72.33,1.9,296.93,0.0,467.89,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-24,19.91,109.22,24.58,47.67,45.42,33.16,32.12,0.39,19.24,0.85,,,73.64,2.07,307.63,0.0,470.17,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-25,20.43,112.68,18.8,41.07,37.11,44.88,25.53,0.38,21.33,0.88,,,75.68,2.07,317.97,0.0,452.56,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-26,23.61,106.57,18.45,28.78,30.34,58.06,26.11,0.32,19.99,0.84,,,78.2,1.9,305.19,0.0,446.07,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-27,47.07,159.65,19.13,42.79,35.45,51.14,25.03,0.3,21.13,0.75,,,73.93,0.94,221.84,0.0,444.09,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-28,30.13,93.69,19.76,31.57,32.82,43.13,18.7,0.49,22.3,0.85,,,74.43,1.4,190.2,0.0,391.52,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-29,32.75,110.05,19.93,48.07,41.78,29.85,20.11,0.47,26.03,0.84,,,74.2,0.79,211.41,0.0,383.71,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-09-30,24.13,89.45,18.32,47.94,40.4,36.17,19.23,0.52,21.62,0.92,,,85.51,0.7,227.63,0.92,94.91,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-01,24.84,81.2,16.12,39.25,30.92,36.19,23.49,0.44,18.82,0.81,,,83.98,0.42,159.2,0.0,313.84,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-02,27.67,92.96,24.62,50.25,46.76,41.05,19.2,0.6,20.42,0.9,,,84.39,0.64,127.76,0.07,268.35,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-03,22.17,74.09,22.14,50.39,44.81,46.58,18.68,0.4,19.2,0.92,,,82.89,1.11,106.55,0.0,350.15,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-04,34.57,129.15,21.8,38.67,38.34,47.06,15.91,0.44,18.61,0.91,,,81.59,1.26,239.32,0.0,394.34,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-05,35.8,131.56,27.35,31.54,39.01,24.47,12.8,0.4,19.5,0.87,,,79.98,1.45,275.61,0.0,372.38,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-06,17.95,54.69,29.03,33.19,41.2,44.94,18.66,0.44,17.09,0.89,,,87.02,1.59,243.05,0.2,131.83,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-07,13.01,43.07,19.44,48.53,41.64,33.29,21.96,0.28,18.03,0.88,,,87.08,0.64,157.31,0.52,321.18,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-08,19.04,60.77,15.56,40.18,34.0,49.42,23.9,0.25,16.8,0.87,,,87.54,0.4,145.89,0.0,245.7,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-09,27.27,97.37,26.53,53.38,49.96,33.6,22.89,0.29,18.75,0.92,,,82.49,0.93,281.15,0.0,412.29,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-10,47.27,164.58,18.51,47.69,40.44,31.35,26.3,0.57,22.47,0.91,,,80.09,0.56,274.85,0.0,410.98,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-11,49.13,175.04,20.54,46.39,41.38,30.86,21.85,0.82,24.39,0.94,,,80.66,0.73,290.91,0.0,387.07,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-12,42.88,146.76,17.39,28.48,29.17,55.21,24.8,0.57,24.69,0.9,,,76.04,1.45,305.5,0.0,437.76,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-13,51.15,169.7,15.67,55.51,42.38,29.77,22.84,0.68,22.47,0.86,,,75.65,0.48,273.79,0.0,410.1,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-14,49.39,162.96,16.16,47.37,38.33,37.12,22.98,0.77,19.63,0.97,,,71.55,0.71,293.01,0.0,411.02,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-15,61.88,208.83,17.71,45.89,38.79,43.34,23.27,0.92,22.71,0.95,,,69.41,0.44,174.04,0.0,383.58,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
2025-10-16,68.05,218.19,16.82,40.21,35.08,48.2,24.57,0.99,23.6,0.96,,,73.37,0.48,227.26,0.0,373.53,,STN_011,DTU,CPCB,"raw_data_data_dtu,_delhi_-_cpcb_1D.csv"
